application_id,country_of_applicant,application_date,education_of_employee,has_job_experience,requires_job_training,visa_type,processing_center,processing_time_days,case_status,destination_country,job_offer,years_experience,documents_complete,previous_visa_rejections,processing_days,visa_status
245,India,9/6/2025 2:37,Bachelor's,Y,Y,Tourist,Center C,238,Certified,UAE,,,No,0,37,Rejected
246,India,5/27/2024 1:43,Bachelor's,Y,Y,Tourist,Center A,225,Certified,USA,,,No,0,48,Rejected
247,India,2/29/2024 9:06,PhD,N,N,Student,Center B,169,Certified,Canada,,,No,1,36,Rejected
248,India,3/4/2025 5:21,Bachelor's,Y,Y,Tourist,Center C,273,Denied,Australia,,,Yes,0,13,Approved
249,India,2/26/2025 5:45,PhD,Y,N,Business,Center D,93,Certified,Australia,,,No,2,36,Rejected
250,India,2/7/2026 8:27,Diploma,Y,N,Student,Center B,60,Certified,UAE,,,Yes,0,31,Pending
251,India,2/13/2026 1:55,Diploma,Y,Y,Work,Center A,83,Certified,Singapore,Yes,6,Yes,0,21,Approved
252,India,5/1/2025 18:52,Master's,N,Y,Work,Center A,210,Certified,Canada,No,7,Yes,0,16,Approved
253,India,7/29/2025 17:22,Bachelor's,Y,Y,Business,Center C,89,Certified,UK,,,Yes,1,24,Approved
254,India,4/5/2025 6:57,High School,Y,Y,Business,Center C,267,Certified,USA,,,No,2,47,Rejected
255,India,9/30/2025 14:10,High School,N,N,Tourist,Center D,264,Certified,Germany,,,No,1,18,Rejected
256,India,10/18/2025 2:53,Master's,Y,N,Student,Center A,321,Certified,USA,,,No,0,42,Rejected
257,India,5/16/2025 23:03,Master's,Y,Y,Student,Center A,139,Certified,USA,,,No,2,25,Rejected
258,India,6/18/2024 13:31,Bachelor's,Y,N,Student,Center B,299,Certified,UK,,,No,0,46,Rejected
259,India,1/2/2025 4:38,High School,N,N,Business,Center D,357,Certified,USA,,,Yes,0,55,Pending
260,India,8/7/2024 19:39,High School,Y,Y,Work,Center D,99,Certified,Canada,Yes,4,Yes,0,46,Pending
261,India,10/20/2025 7:13,High School,N,Y,Tourist,Center B,160,Certified,Canada,,,No,2,29,Rejected
262,India,1/24/2024 0:32,PhD,Y,Y,Work,Center B,55,Certified,Australia,No,5,Yes,0,52,Pending
263,India,2/28/2025 0:26,Bachelor's,Y,Y,Student,Center B,86,Certified,UAE,,,No,2,42,Rejected
264,India,1/10/2025 20:49,Master's,Y,N,Work,Center C,156,Certified,Singapore,Yes,10,No,0,38,Rejected
265,India,1/28/2025 12:18,High School,N,Y,Tourist,Center C,141,Certified,Germany,,,No,2,36,Rejected
266,India,6/19/2024 7:58,Diploma,Y,N,Tourist,Center D,299,Denied,USA,,,No,2,18,Rejected
267,India,1/10/2026 8:39,Diploma,N,N,Tourist,Center C,336,Certified,USA,,,Yes,2,57,Rejected
268,India,1/10/2026 12:33,PhD,N,N,Student,Center B,144,Certified,UK,,,No,0,26,Rejected
269,India,1/19/2026 19:55,Master's,N,Y,Work,Center C,321,Denied,UAE,Yes,13,Yes,1,11,Approved
270,India,7/25/2024 23:25,PhD,N,N,Business,Center A,54,Certified,Canada,,,No,2,43,Rejected
271,India,11/28/2025 23:04,PhD,N,Y,Student,Center D,138,Certified,Germany,,,Yes,1,32,Pending
272,India,4/27/2024 23:10,Master's,Y,N,Tourist,Center D,193,Denied,Australia,,,No,0,24,Rejected
273,India,5/14/2025 15:01,High School,Y,Y,Business,Center A,263,Certified,Canada,,,No,2,28,Rejected
274,India,9/1/2024 13:32,Bachelor's,N,Y,Student,Center C,351,Certified,UAE,,,Yes,0,16,Approved
275,India,4/18/2025 0:43,High School,N,Y,Tourist,Center A,199,Denied,Singapore,,,No,1,10,Rejected
276,India,7/31/2025 16:47,PhD,N,N,Work,Center A,87,Certified,Australia,Yes,11,No,2,34,Rejected
277,India,1/14/2026 20:42,Master's,Y,Y,Business,Center B,91,Certified,Singapore,,,No,1,56,Rejected
278,India,2/21/2026 11:55,Bachelor's,Y,N,Tourist,Center C,302,Certified,UK,,,Yes,1,26,Pending
279,India,9/5/2025 12:23,High School,Y,N,Business,Center B,228,Denied,UK,,,No,2,54,Rejected
280,India,1/28/2026 14:03,PhD,N,Y,Work,Center C,91,Certified,USA,No,0,Yes,0,27,Pending
281,India,11/3/2025 14:56,High School,Y,Y,Business,Center D,288,Denied,Singapore,,,Yes,1,22,Approved
282,India,11/4/2024 13:10,Master's,Y,N,Work,Center D,55,Certified,UAE,Yes,14,No,1,21,Rejected
283,India,12/13/2024 12:03,Master's,N,N,Tourist,Center B,103,Certified,Germany,,,Yes,1,16,Approved
284,India,7/17/2025 20:00,Bachelor's,N,N,Business,Center A,90,Denied,Australia,,,Yes,1,32,Pending
285,India,9/14/2024 17:46,Diploma,Y,Y,Work,Center A,157,Certified,Canada,No,6,Yes,2,48,Rejected
286,India,3/16/2024 9:00,PhD,Y,N,Work,Center B,43,Certified,UAE,No,10,Yes,2,13,Rejected
287,India,5/23/2024 21:09,Diploma,N,N,Tourist,Center B,49,Certified,UAE,,,No,0,42,Rejected
288,India,12/2/2024 17:38,Bachelor's,Y,N,Tourist,Center B,204,Certified,UK,,,No,1,19,Rejected
289,India,2/23/2025 14:24,Master's,Y,Y,Tourist,Center C,167,Certified,Singapore,,,No,1,50,Rejected
290,India,12/20/2025 3:39,PhD,Y,Y,Business,Center D,163,Certified,USA,,,Yes,0,37,Pending
291,India,12/23/2025 22:05,High School,N,Y,Student,Center D,255,Certified,USA,,,Yes,2,32,Rejected
292,India,1/15/2026 22:03,Diploma,Y,Y,Tourist,Center A,28,Certified,Australia,,,No,2,38,Rejected
293,India,7/31/2025 11:48,High School,Y,N,Business,Center C,157,Certified,UK,,,Yes,1,30,Pending
294,India,1/29/2024 23:29,High School,Y,N,Tourist,Center A,274,Certified,UAE,,,Yes,0,12,Approved
295,India,1/12/2024 12:42,Master's,N,Y,Business,Center C,219,Denied,Germany,,,No,2,13,Rejected
296,India,2/18/2024 10:10,Diploma,N,Y,Work,Center C,331,Certified,UK,No,9,No,0,42,Rejected
297,India,2/23/2026 10:26,High School,N,N,Work,Center A,91,Certified,Australia,No,6,Yes,0,29,Pending
298,India,2/23/2026 5:40,Master's,Y,N,Work,Center D,205,Certified,Australia,No,8,Yes,0,16,Approved
299,India,8/21/2024 6:06,High School,Y,Y,Student,Center A,157,Certified,UK,,,No,2,42,Rejected
300,India,2/17/2026 2:21,Diploma,Y,Y,Business,Center D,183,Certified,Australia,,,Yes,0,9,Approved
301,India,7/20/2025 10:19,Diploma,N,Y,Student,Center A,327,Certified,UK,,,Yes,1,28,Pending
302,India,10/12/2025 18:02,Master's,Y,Y,Tourist,Center D,288,Certified,Canada,,,Yes,0,44,Pending
303,India,9/20/2024 0:42,PhD,Y,N,Work,Center C,281,Certified,UK,No,8,Yes,1,34,Pending
304,India,1/13/2024 11:53,Bachelor's,N,Y,Work,Center D,44,Denied,Singapore,No,14,No,2,17,Rejected
305,India,10/30/2024 3:25,Diploma,N,Y,Work,Center D,141,Denied,UK,No,11,No,0,20,Rejected
306,India,1/12/2025 0:56,PhD,N,Y,Student,Center A,221,Denied,Australia,,,Yes,1,36,Pending
307,India,5/17/2025 2:26,Diploma,Y,Y,Tourist,Center C,93,Certified,Singapore,,,No,2,40,Rejected
308,India,10/16/2024 22:21,High School,N,N,Student,Center D,178,Certified,Australia,,,No,2,34,Rejected
309,India,4/12/2024 10:17,High School,Y,N,Work,Center C,250,Certified,USA,Yes,3,Yes,2,7,Rejected
310,India,12/4/2025 11:05,High School,N,N,Student,Center A,285,Certified,USA,,,No,2,13,Rejected
311,India,2/2/2026 23:55,High School,Y,N,Tourist,Center D,355,Certified,Singapore,,,No,2,27,Rejected
312,India,12/8/2024 0:12,Master's,Y,N,Tourist,Center C,358,Certified,Canada,,,Yes,1,52,Pending
313,India,1/6/2024 4:49,PhD,N,N,Work,Center A,192,Certified,USA,Yes,11,Yes,2,43,Rejected
314,India,9/10/2024 17:11,High School,N,Y,Student,Center A,252,Certified,UK,,,No,0,41,Rejected
315,India,4/11/2025 12:53,Diploma,Y,Y,Work,Center B,205,Certified,Australia,Yes,4,Yes,0,55,Pending
316,India,8/20/2025 3:07,High School,Y,Y,Work,Center B,132,Certified,USA,No,8,Yes,0,48,Pending
317,India,9/9/2025 21:27,High School,N,Y,Tourist,Center C,359,Certified,USA,,,No,2,27,Rejected
318,India,10/25/2025 18:51,High School,Y,N,Work,Center C,176,Certified,Canada,No,14,Yes,2,9,Rejected
319,India,12/30/2024 22:33,Master's,Y,Y,Work,Center D,116,Certified,Singapore,No,7,No,0,36,Rejected
320,India,1/20/2025 0:38,Bachelor's,N,Y,Tourist,Center C,210,Certified,Singapore,,,Yes,1,34,Pending
321,India,12/19/2024 1:06,Master's,Y,N,Student,Center A,293,Certified,UAE,,,No,1,21,Rejected
322,India,2/9/2024 2:46,Diploma,N,N,Student,Center A,146,Denied,Canada,,,Yes,0,52,Pending
323,India,6/3/2025 19:03,High School,Y,N,Student,Center C,232,Certified,UK,,,No,2,25,Rejected
324,India,5/3/2025 0:45,Bachelor's,Y,N,Tourist,Center D,32,Certified,Singapore,,,Yes,2,12,Rejected
325,India,11/23/2025 18:31,PhD,Y,N,Work,Center A,300,Certified,Australia,Yes,3,Yes,0,52,Pending
326,India,3/14/2024 3:28,PhD,N,Y,Student,Center A,35,Certified,Canada,,,No,1,52,Rejected
327,India,2/12/2024 18:39,High School,Y,Y,Tourist,Center C,143,Certified,USA,,,Yes,0,14,Approved
328,India,2/25/2025 6:07,Diploma,N,N,Business,Center B,217,Certified,Australia,,,No,1,14,Rejected
329,India,2/19/2024 16:55,High School,Y,Y,Student,Center D,359,Certified,Australia,,,Yes,1,19,Approved
330,India,5/14/2024 8:44,PhD,Y,N,Student,Center C,26,Certified,USA,,,No,0,26,Rejected
331,India,3/21/2025 14:08,PhD,Y,N,Student,Center D,263,Denied,Canada,,,Yes,1,21,Approved
332,India,1/10/2024 7:08,Master's,Y,N,Work,Center C,337,Denied,USA,No,13,Yes,0,29,Pending
333,India,8/29/2024 4:56,PhD,N,N,Business,Center B,182,Certified,UAE,,,No,2,27,Rejected
334,India,1/13/2024 1:47,Bachelor's,Y,N,Tourist,Center B,106,Certified,Australia,,,Yes,0,21,Approved
335,India,1/7/2024 3:05,Diploma,Y,N,Student,Center B,241,Certified,Germany,,,No,2,19,Rejected
336,India,7/15/2024 5:23,PhD,Y,Y,Student,Center D,301,Certified,Germany,,,No,0,22,Rejected
337,India,10/21/2025 16:25,PhD,Y,N,Tourist,Center C,163,Certified,UK,,,Yes,2,20,Rejected
338,India,2/12/2024 19:36,Master's,Y,N,Tourist,Center C,221,Denied,Singapore,,,No,2,36,Rejected
339,India,7/15/2025 4:41,PhD,Y,Y,Tourist,Center A,72,Certified,USA,,,Yes,1,41,Pending
340,India,10/25/2025 15:15,Master's,N,N,Tourist,Center A,238,Certified,USA,,,No,2,37,Rejected
341,India,6/24/2024 20:03,Master's,N,Y,Business,Center B,83,Certified,UK,,,Yes,0,31,Pending
342,India,8/30/2025 14:13,Master's,N,Y,Tourist,Center A,84,Denied,UK,,,Yes,2,32,Rejected
343,India,4/29/2024 3:04,High School,Y,N,Work,Center C,181,Certified,UK,Yes,8,No,2,10,Rejected
344,India,1/25/2025 0:46,Diploma,Y,N,Tourist,Center C,114,Certified,Australia,,,No,1,17,Rejected
345,India,12/16/2025 12:06,Diploma,Y,Y,Student,Center A,46,Certified,UAE,,,Yes,2,25,Rejected
346,India,1/3/2026 8:35,High School,Y,N,Work,Center A,76,Certified,USA,Yes,10,No,2,30,Rejected
347,India,1/21/2024 5:33,High School,Y,N,Student,Center B,244,Certified,Australia,,,Yes,0,41,Pending
348,India,4/16/2025 4:39,Bachelor's,Y,Y,Work,Center D,220,Certified,UK,Yes,9,No,2,10,Rejected
349,India,8/5/2025 3:15,Bachelor's,Y,N,Tourist,Center C,354,Certified,USA,,,Yes,1,58,Pending
350,India,6/18/2025 21:48,Master's,Y,Y,Work,Center C,241,Certified,Australia,Yes,7,Yes,1,27,Pending
351,India,9/26/2024 14:52,High School,Y,N,Student,Center D,226,Denied,UAE,,,No,0,24,Rejected
352,India,7/22/2024 0:35,Diploma,Y,N,Business,Center B,108,Certified,Australia,,,No,1,57,Rejected
353,India,10/26/2025 8:22,High School,N,N,Work,Center A,362,Certified,UAE,Yes,11,No,2,14,Rejected
354,India,8/22/2024 17:17,High School,Y,Y,Work,Center D,16,Certified,UK,No,11,Yes,1,11,Approved
355,India,5/6/2024 23:25,High School,Y,Y,Tourist,Center B,43,Certified,UAE,,,No,2,47,Rejected
356,India,8/1/2025 21:53,Diploma,Y,N,Student,Center C,128,Certified,USA,,,No,1,7,Rejected
357,India,5/16/2025 18:11,Diploma,Y,N,Business,Center A,43,Certified,UK,,,Yes,2,26,Rejected
358,India,8/3/2025 15:14,PhD,Y,Y,Work,Center C,274,Certified,USA,No,6,Yes,2,26,Rejected
359,India,11/29/2025 15:05,High School,Y,N,Student,Center A,104,Denied,Germany,,,Yes,0,57,Pending
360,India,6/25/2025 12:36,Bachelor's,N,Y,Work,Center C,116,Certified,Canada,No,8,Yes,0,29,Pending
361,India,1/30/2026 19:01,Diploma,Y,N,Business,Center D,339,Certified,UAE,,,Yes,2,21,Rejected
362,India,2/12/2024 17:55,Diploma,Y,Y,Student,Center C,81,Denied,Canada,,,No,1,44,Rejected
363,India,6/4/2024 21:42,PhD,N,N,Business,Center A,179,Certified,Canada,,,No,0,46,Rejected
364,India,2/21/2024 16:37,High School,Y,N,Student,Center D,61,Certified,UAE,,,Yes,1,57,Pending
365,India,9/25/2025 7:13,Diploma,Y,Y,Student,Center D,114,Denied,UK,,,No,1,8,Rejected
366,India,2/8/2025 0:25,Bachelor's,Y,N,Tourist,Center B,202,Certified,Germany,,,No,0,13,Rejected
367,India,5/1/2024 11:21,Diploma,Y,N,Tourist,Center A,286,Certified,USA,,,No,1,50,Rejected
368,India,11/28/2024 6:49,Master's,Y,Y,Student,Center A,261,Certified,Australia,,,Yes,0,19,Approved
369,India,2/5/2025 2:23,Bachelor's,N,Y,Student,Center D,206,Certified,USA,,,No,2,52,Rejected
370,India,11/13/2024 17:28,Diploma,Y,N,Tourist,Center A,357,Certified,Australia,,,Yes,0,44,Pending
371,India,12/1/2024 14:58,High School,Y,Y,Work,Center D,112,Certified,USA,Yes,9,No,1,48,Rejected
372,India,7/20/2025 21:01,Master's,N,N,Student,Center A,125,Denied,UAE,,,No,0,48,Rejected
373,India,5/15/2024 17:18,Master's,Y,N,Business,Center A,22,Certified,Germany,,,Yes,0,22,Approved
374,India,10/6/2025 22:47,PhD,Y,N,Student,Center A,350,Certified,Australia,,,Yes,0,52,Pending
375,India,10/16/2025 16:20,High School,Y,N,Tourist,Center B,30,Certified,Singapore,,,Yes,2,24,Rejected
376,India,6/24/2025 4:52,Diploma,Y,N,Work,Center B,232,Certified,UK,Yes,2,No,1,30,Rejected
377,India,6/23/2024 0:04,PhD,N,Y,Student,Center B,31,Certified,USA,,,No,1,31,Rejected
378,India,12/15/2025 4:14,PhD,Y,N,Student,Center B,43,Certified,USA,,,No,1,10,Rejected
379,India,2/8/2025 14:46,High School,Y,N,Student,Center D,357,Certified,Australia,,,Yes,2,15,Rejected
380,India,7/16/2024 2:11,Diploma,Y,N,Student,Center A,343,Certified,UK,,,No,1,27,Rejected
381,India,2/16/2024 17:04,Bachelor's,N,N,Business,Center B,114,Certified,UK,,,No,1,44,Rejected
382,India,7/5/2025 21:57,Bachelor's,Y,Y,Business,Center D,308,Certified,UAE,,,Yes,1,33,Pending
383,India,1/29/2025 1:05,High School,Y,Y,Business,Center A,37,Certified,Singapore,,,Yes,2,16,Rejected
384,India,2/16/2025 3:42,High School,Y,Y,Tourist,Center C,213,Certified,UAE,,,Yes,0,37,Pending
385,India,12/7/2024 1:51,Bachelor's,Y,Y,Work,Center B,217,Certified,UAE,Yes,13,No,2,50,Rejected
386,India,12/15/2024 8:44,Diploma,Y,Y,Business,Center D,27,Certified,UAE,,,No,1,51,Rejected
387,India,4/22/2024 7:11,Master's,N,N,Business,Center B,316,Denied,UAE,,,Yes,0,35,Pending
388,India,1/18/2025 10:07,Diploma,N,N,Business,Center A,191,Certified,UAE,,,No,2,51,Rejected
389,India,2/4/2024 10:44,PhD,N,N,Work,Center B,167,Certified,Germany,Yes,11,Yes,2,45,Rejected
390,India,3/7/2025 21:57,Bachelor's,N,Y,Student,Center B,315,Certified,UK,,,No,1,15,Rejected
391,India,11/17/2024 21:43,PhD,N,N,Work,Center B,228,Certified,UAE,No,12,No,0,15,Rejected
392,India,5/31/2025 19:39,Bachelor's,N,N,Business,Center C,288,Certified,UK,,,No,2,15,Rejected
393,India,2/25/2024 22:32,High School,Y,N,Work,Center D,335,Certified,UK,Yes,10,Yes,1,53,Pending
394,India,4/7/2024 20:29,Master's,Y,N,Business,Center D,111,Certified,Canada,,,No,0,47,Rejected
395,India,6/15/2025 15:04,Diploma,Y,N,Work,Center B,85,Certified,Germany,Yes,1,Yes,2,10,Rejected
396,India,1/31/2024 1:31,Master's,Y,N,Student,Center B,301,Certified,UAE,,,Yes,1,16,Approved
397,India,9/24/2024 22:56,Diploma,Y,N,Work,Center C,58,Certified,USA,Yes,0,Yes,1,7,Approved
398,India,4/4/2025 4:22,Master's,Y,Y,Work,Center B,284,Certified,Australia,Yes,1,Yes,1,29,Pending
399,India,8/16/2024 0:01,PhD,Y,Y,Business,Center B,150,Certified,Singapore,,,Yes,0,50,Pending
400,India,7/14/2024 23:59,PhD,N,Y,Student,Center A,327,Denied,USA,,,No,1,54,Rejected
401,India,5/2/2024 21:14,PhD,N,N,Business,Center B,252,Certified,Germany,,,Yes,2,13,Rejected
402,India,1/29/2025 12:24,Master's,Y,N,Tourist,Center C,242,Certified,Australia,,,No,1,37,Rejected
403,India,8/4/2025 9:54,Bachelor's,N,Y,Tourist,Center B,258,Certified,Germany,,,No,2,51,Rejected
404,India,2/9/2024 0:02,Bachelor's,Y,N,Tourist,Center D,278,Denied,UK,,,No,2,45,Rejected
405,India,1/31/2024 13:25,Bachelor's,Y,N,Business,Center D,219,Certified,Australia,,,Yes,1,44,Pending
406,India,10/26/2024 6:28,PhD,Y,N,Business,Center A,295,Certified,UK,,,No,0,59,Rejected
407,India,10/29/2025 8:08,Bachelor's,Y,N,Tourist,Center B,171,Denied,USA,,,Yes,2,34,Rejected
408,India,10/3/2025 3:37,Diploma,Y,N,Work,Center A,98,Certified,USA,No,6,No,2,43,Rejected
409,India,11/12/2024 12:56,High School,N,Y,Student,Center B,298,Certified,Australia,,,No,1,22,Rejected
410,India,5/13/2024 16:58,Diploma,N,Y,Tourist,Center A,184,Certified,Australia,,,No,2,7,Rejected
411,India,1/1/2024 19:37,High School,N,N,Student,Center B,174,Certified,UAE,,,No,0,27,Rejected
412,India,12/29/2025 21:20,PhD,Y,N,Tourist,Center A,296,Certified,Germany,,,No,0,39,Rejected
413,India,2/13/2024 7:13,Bachelor's,Y,N,Work,Center B,231,Certified,UAE,Yes,5,Yes,1,55,Pending
414,India,8/13/2024 19:51,Bachelor's,Y,N,Student,Center D,264,Certified,Germany,,,Yes,2,30,Rejected
415,India,4/10/2025 23:27,Master's,Y,Y,Business,Center A,12,Denied,UAE,,,Yes,2,44,Rejected
416,India,5/15/2024 15:41,Bachelor's,Y,N,Tourist,Center A,300,Certified,UK,,,Yes,0,25,Pending
417,India,6/1/2024 23:34,Bachelor's,Y,Y,Work,Center A,305,Certified,Australia,No,3,No,2,54,Rejected
418,India,9/18/2024 2:19,Diploma,Y,N,Work,Center A,230,Certified,USA,No,0,No,1,50,Rejected
419,India,11/24/2025 19:54,Diploma,N,N,Work,Center D,221,Certified,Germany,No,7,No,2,55,Rejected
420,India,12/27/2025 16:03,High School,N,N,Tourist,Center B,131,Certified,Germany,,,Yes,2,54,Rejected
421,India,1/10/2025 7:01,Master's,Y,Y,Student,Center B,124,Certified,USA,,,No,0,57,Rejected
422,India,11/5/2024 22:30,Bachelor's,N,N,Tourist,Center C,261,Certified,UAE,,,Yes,2,42,Rejected
423,India,12/6/2025 23:16,PhD,Y,Y,Work,Center A,219,Certified,Germany,Yes,1,Yes,1,49,Pending
424,India,6/22/2025 17:48,Bachelor's,Y,N,Work,Center D,62,Certified,Singapore,Yes,14,Yes,2,29,Rejected
425,India,6/17/2024 16:10,Master's,Y,N,Business,Center D,97,Certified,UK,,,No,0,23,Rejected
426,India,7/8/2025 12:39,Bachelor's,Y,N,Tourist,Center A,118,Certified,Australia,,,No,0,13,Rejected
427,India,12/4/2024 16:58,High School,Y,N,Student,Center A,175,Certified,USA,,,Yes,0,28,Pending
428,India,9/16/2025 11:00,High School,Y,N,Tourist,Center D,188,Denied,Australia,,,Yes,2,58,Rejected
429,India,10/13/2025 13:26,High School,Y,N,Student,Center D,344,Denied,Singapore,,,Yes,1,8,Approved
430,India,11/15/2025 13:22,Diploma,Y,N,Student,Center B,202,Certified,Germany,,,Yes,1,10,Approved
431,India,6/27/2025 17:24,Diploma,N,Y,Business,Center C,98,Certified,Germany,,,Yes,1,23,Approved
432,India,12/5/2024 21:06,PhD,Y,N,Tourist,Center D,45,Certified,Singapore,,,No,2,59,Rejected
433,India,6/28/2025 2:31,PhD,N,Y,Student,Center A,63,Certified,USA,,,No,1,42,Rejected
434,India,8/17/2025 13:45,High School,Y,N,Student,Center B,338,Certified,UK,,,No,2,38,Rejected
435,India,3/8/2025 0:40,High School,Y,Y,Business,Center C,208,Certified,Canada,,,No,0,44,Rejected
436,India,4/28/2024 0:54,PhD,Y,N,Work,Center B,235,Certified,USA,Yes,10,No,2,13,Rejected
437,India,3/8/2025 4:59,Bachelor's,N,Y,Business,Center D,225,Denied,Canada,,,Yes,1,38,Pending
438,India,5/28/2025 11:01,PhD,Y,Y,Work,Center D,44,Certified,Singapore,Yes,7,Yes,2,54,Rejected
439,India,1/3/2024 6:56,PhD,Y,Y,Work,Center B,121,Certified,UAE,Yes,2,Yes,1,49,Pending
440,India,2/19/2025 23:35,PhD,N,N,Business,Center D,56,Certified,Canada,,,Yes,1,48,Pending
441,India,9/30/2024 7:37,PhD,Y,N,Work,Center B,105,Certified,UK,Yes,7,Yes,1,37,Pending
442,India,7/19/2024 8:34,Diploma,N,Y,Student,Center A,15,Certified,UAE,,,Yes,0,42,Pending
443,India,9/23/2025 12:40,High School,Y,Y,Student,Center D,358,Denied,Canada,,,No,1,53,Rejected
444,India,12/30/2025 0:57,High School,Y,N,Work,Center D,87,Certified,Singapore,No,9,No,1,56,Rejected
445,India,12/22/2024 4:11,PhD,Y,N,Tourist,Center C,91,Certified,UAE,,,Yes,2,49,Rejected
446,India,1/27/2024 8:19,High School,Y,N,Work,Center B,353,Certified,Singapore,Yes,5,Yes,0,14,Approved
447,India,7/26/2025 4:42,PhD,Y,N,Tourist,Center A,222,Certified,Canada,,,Yes,1,32,Pending
448,India,1/1/2025 11:56,Master's,N,N,Tourist,Center A,153,Certified,Singapore,,,No,1,54,Rejected
449,India,10/31/2025 13:18,Master's,Y,Y,Work,Center B,44,Certified,UK,Yes,1,No,1,48,Rejected
450,India,7/9/2024 5:05,Bachelor's,Y,Y,Business,Center C,109,Certified,Canada,,,Yes,0,32,Pending
451,India,5/25/2025 4:14,PhD,Y,N,Tourist,Center D,51,Certified,Canada,,,Yes,1,39,Pending
452,India,4/10/2025 6:58,Bachelor's,Y,N,Tourist,Center D,225,Certified,Canada,,,No,0,27,Rejected
453,India,10/24/2025 10:44,Bachelor's,Y,N,Work,Center A,358,Certified,USA,No,7,No,1,35,Rejected
454,India,12/20/2025 17:00,Diploma,Y,N,Student,Center A,182,Certified,USA,,,Yes,1,42,Pending
455,India,9/23/2024 10:41,PhD,Y,N,Business,Center A,156,Certified,USA,,,Yes,1,13,Approved
456,India,1/15/2024 21:24,High School,N,N,Tourist,Center A,250,Certified,UK,,,No,1,52,Rejected
457,India,4/29/2025 14:30,Master's,N,N,Work,Center C,236,Certified,UAE,No,8,Yes,1,59,Pending
458,India,3/12/2024 18:24,High School,Y,N,Student,Center C,29,Certified,Singapore,,,No,1,31,Rejected
459,India,6/16/2024 22:19,High School,Y,Y,Business,Center C,270,Denied,Germany,,,No,0,24,Rejected
460,India,11/17/2024 12:54,PhD,N,Y,Business,Center B,165,Certified,Canada,,,Yes,2,56,Rejected
461,India,3/3/2024 14:44,PhD,Y,N,Business,Center B,62,Certified,Singapore,,,Yes,1,44,Pending
462,India,10/4/2025 2:33,Bachelor's,Y,N,Business,Center A,223,Denied,Canada,,,Yes,0,23,Approved
463,India,5/28/2024 12:19,Diploma,Y,N,Student,Center B,280,Certified,UK,,,No,2,28,Rejected
464,India,1/6/2024 4:32,High School,Y,N,Student,Center D,361,Certified,Canada,,,Yes,2,21,Rejected
465,India,7/2/2024 1:00,High School,Y,N,Business,Center B,122,Certified,USA,,,Yes,0,28,Pending
466,India,7/18/2025 9:25,Bachelor's,Y,N,Student,Center B,41,Certified,Germany,,,Yes,2,47,Rejected
467,India,3/22/2025 1:14,Master's,N,Y,Student,Center A,356,Certified,Australia,,,No,1,28,Rejected
468,India,5/26/2025 12:52,Bachelor's,N,Y,Tourist,Center B,231,Certified,Canada,,,Yes,0,59,Pending
469,India,3/21/2025 15:32,PhD,Y,N,Business,Center A,77,Certified,Singapore,,,No,1,17,Rejected
470,India,8/9/2024 19:28,PhD,Y,N,Student,Center C,202,Certified,USA,,,Yes,0,43,Pending
471,India,8/28/2024 21:18,Master's,Y,Y,Tourist,Center B,43,Certified,Australia,,,No,0,49,Rejected
472,India,8/27/2025 4:50,Diploma,N,N,Work,Center D,226,Certified,Germany,No,0,Yes,2,7,Rejected
473,India,3/30/2025 21:10,Bachelor's,Y,N,Work,Center B,205,Certified,Australia,No,0,No,1,29,Rejected
