case_number,employer_name,job_title,salary,case_received_date,decision_date,case_status,work_city,work_state
CASE100289,NextGen,Project Manager,40569,2019-11-21,2023-11-03,Denied,Hyderabad,TS
CASE100290,GlobalSoft,Project Manager,107509,2019-10-19,2020-07-29,Approved,Pune,TN
CASE100291,TechCorp,AI Engineer,163425,2023-06-03,2022-05-21,Denied,Mumbai,MH
CASE100292,TechCorp,Software Engineer,141126,2022-10-04,2020-11-25,Approved,Bangalore,KA
CASE100293,NextGen,Data Analyst,167522,2021-09-07,2021-01-08,Denied,Chennai,TS
CASE100294,NextGen,AI Engineer,73038,2018-12-10,2023-12-30,Pending,Hyderabad,MH
CASE100295,DataWorks,Software Engineer,78138,2022-10-05,2018-09-17,Approved,Hyderabad,AP
CASE100296,DataWorks,Project Manager,150740,2019-06-20,2022-11-12,Denied,Bangalore,TS
CASE100297,GlobalSoft,Project Manager,151174,2018-12-21,2021-09-21,Approved,Hyderabad,KA
CASE100298,NextGen,AI Engineer,89272,2022-02-03,2019-05-06,Denied,Mumbai,TS
CASE100299,TechCorp,Project Manager,177980,2020-07-16,2020-04-16,Approved,Hyderabad,AP
CASE100300,DataWorks,Consultant,91455,2020-09-09,2023-05-16,Approved,Hyderabad,AP
CASE100301,DataWorks,AI Engineer,108447,2018-04-15,2018-03-30,Approved,Hyderabad,TS
CASE100302,TechCorp,Software Engineer,117108,2022-12-16,2021-02-03,Approved,Mumbai,MH
CASE100303,DataWorks,AI Engineer,78333,2021-09-07,2020-01-28,Approved,Chennai,MH
CASE100304,GlobalSoft,Data Analyst,161219,2022-05-15,2021-03-31,Pending,Pune,AP
CASE100305,NextGen,AI Engineer,123029,2023-03-22,2019-06-12,Denied,Hyderabad,TN
CASE100306,TechCorp,Project Manager,79697,2020-08-19,2020-07-28,Approved,Bangalore,TN
CASE100307,NextGen,Project Manager,57634,2019-06-11,2021-09-20,Denied,Bangalore,MH
CASE100308,DataWorks,Consultant,165520,2019-05-19,2023-11-15,Denied,Mumbai,TN
CASE100309,DataWorks,Consultant,64561,2021-01-13,2018-09-17,Approved,Chennai,MH
CASE100310,TechCorp,Consultant,95063,2020-07-19,2018-12-29,Approved,Hyderabad,KA
CASE100311,GlobalSoft,Software Engineer,65921,2019-12-10,2023-04-11,Approved,Mumbai,MH
CASE100312,InfoSys,Consultant,59340,2018-08-23,2022-06-26,Denied,Pune,KA
CASE100313,TechCorp,Software Engineer,102781,2023-05-01,2020-01-21,Denied,Chennai,AP
CASE100314,InfoSys,Consultant,54901,2023-02-23,2021-07-28,Approved,Chennai,TN
CASE100315,InfoSys,Software Engineer,50638,2021-07-10,2019-12-22,Approved,Mumbai,AP
CASE100316,GlobalSoft,AI Engineer,84324,2020-10-26,2018-03-28,Denied,Bangalore,TS
CASE100317,InfoSys,AI Engineer,128356,2019-05-09,2022-02-24,Pending,Chennai,TS
CASE100318,InfoSys,Project Manager,72642,2023-04-01,2020-02-19,Denied,Bangalore,AP
CASE100319,GlobalSoft,Software Engineer,65378,2021-08-05,2019-12-09,Approved,Chennai,MH
CASE100320,InfoSys,Data Analyst,90867,2022-05-13,2019-08-13,Approved,Chennai,MH
CASE100321,InfoSys,Project Manager,113686,2023-05-23,2022-08-20,Approved,Chennai,TN
CASE100322,InfoSys,AI Engineer,82875,2022-08-08,2022-10-01,Approved,Pune,AP
CASE100323,TechCorp,Software Engineer,158171,2020-05-27,2023-07-02,Denied,Bangalore,TS
CASE100324,TechCorp,Consultant,140061,2022-04-27,2019-01-14,Approved,Pune,AP
CASE100325,TechCorp,Data Analyst,104377,2021-10-05,2021-01-25,Denied,Bangalore,AP
CASE100326,GlobalSoft,AI Engineer,94691,2021-05-08,2021-04-23,Approved,Pune,TN
CASE100327,DataWorks,Project Manager,89063,2023-05-14,2022-10-16,Denied,Pune,MH
CASE100328,InfoSys,Software Engineer,131782,2022-09-06,2020-07-04,Approved,Pune,TS
CASE100329,InfoSys,Data Analyst,118343,2020-08-24,2020-06-13,Approved,Mumbai,TN
CASE100330,GlobalSoft,Software Engineer,123071,2020-08-23,2020-03-26,Approved,Pune,TS
CASE100331,InfoSys,Consultant,176564,2020-08-21,2019-05-02,Approved,Chennai,TS
CASE100332,TechCorp,Project Manager,161399,2020-06-15,2019-01-10,Pending,Hyderabad,MH
CASE100333,DataWorks,Software Engineer,71357,2021-09-20,2019-08-07,Approved,Pune,MH
CASE100334,NextGen,AI Engineer,72314,2022-06-19,2020-11-16,Approved,Hyderabad,TN
CASE100335,InfoSys,Project Manager,110283,2018-08-05,2020-03-28,Denied,Hyderabad,KA
CASE100336,TechCorp,AI Engineer,99567,2019-09-15,2023-01-24,Denied,Chennai,TN
CASE100337,NextGen,Software Engineer,87006,2018-12-19,2020-01-05,Approved,Hyderabad,TN
CASE100338,DataWorks,Project Manager,101606,2019-11-23,2021-03-03,Pending,Hyderabad,KA
CASE100339,NextGen,AI Engineer,58891,2019-11-06,2020-04-21,Approved,Hyderabad,TS
CASE100340,TechCorp,Consultant,141732,2019-09-23,2020-09-09,Approved,Bangalore,AP
CASE100341,NextGen,Consultant,69877,2018-11-21,2020-04-24,Approved,Pune,KA
CASE100342,GlobalSoft,Software Engineer,54026,2020-06-19,2022-04-28,Approved,Pune,AP
CASE100343,NextGen,Project Manager,60422,2021-06-05,2018-06-23,Approved,Hyderabad,TS
CASE100344,InfoSys,Data Analyst,73481,2021-03-14,2020-06-11,Approved,Chennai,KA
CASE100345,InfoSys,Project Manager,129180,2023-05-27,2021-05-31,Approved,Bangalore,MH
CASE100346,GlobalSoft,Consultant,149384,2018-11-04,2023-01-12,Denied,Chennai,TN
CASE100347,TechCorp,AI Engineer,98031,2019-10-16,2019-02-09,Approved,Chennai,KA
CASE100348,InfoSys,Data Analyst,179593,2022-07-16,2019-12-08,Pending,Hyderabad,KA
CASE100349,DataWorks,Software Engineer,172818,2018-10-12,2021-08-12,Denied,Mumbai,TS
CASE100350,InfoSys,Data Analyst,123127,2019-01-27,2019-08-09,Approved,Hyderabad,MH
CASE100351,InfoSys,Software Engineer,132254,2022-10-28,2020-06-11,Approved,Mumbai,KA
CASE100352,TechCorp,Data Analyst,108232,2018-12-26,2023-11-22,Approved,Bangalore,MH
CASE100353,NextGen,Software Engineer,120224,2020-02-08,2020-06-29,Denied,Mumbai,AP
CASE100354,InfoSys,Software Engineer,69960,2020-03-07,2023-02-16,Approved,Hyderabad,KA
CASE100355,GlobalSoft,Data Analyst,127695,2020-07-20,2020-09-22,Approved,Hyderabad,MH
CASE100356,NextGen,Data Analyst,170066,2023-05-25,2019-05-21,Pending,Chennai,TN
CASE100357,DataWorks,Software Engineer,178982,2018-06-14,2021-09-30,Approved,Hyderabad,TS
CASE100358,TechCorp,Consultant,42693,2020-01-03,2019-07-09,Approved,Hyderabad,MH
CASE100359,DataWorks,Data Analyst,155313,2019-08-04,2022-01-18,Approved,Pune,TS
CASE100360,NextGen,Project Manager,68810,2020-03-31,2019-08-15,Denied,Pune,KA
CASE100361,NextGen,AI Engineer,60092,2021-06-01,2019-08-22,Denied,Chennai,KA
CASE100362,NextGen,Software Engineer,98105,2018-05-04,2021-05-20,Approved,Mumbai,AP
CASE100363,DataWorks,Software Engineer,68555,2023-05-26,2018-05-16,Approved,Mumbai,TS
CASE100364,NextGen,AI Engineer,111934,2018-12-10,2021-04-05,Denied,Pune,TN
CASE100365,DataWorks,Consultant,112788,2023-02-18,2019-12-31,Denied,Bangalore,TN
CASE100366,NextGen,AI Engineer,117257,2019-06-08,2021-03-19,Denied,Pune,MH
CASE100367,GlobalSoft,Data Analyst,57939,2020-12-11,2018-04-12,Approved,Bangalore,TN
CASE100368,NextGen,AI Engineer,168068,2018-05-09,2020-02-24,Pending,Mumbai,TS
CASE100369,DataWorks,Software Engineer,40036,2021-03-04,2020-07-23,Approved,Pune,KA
CASE100370,InfoSys,AI Engineer,133948,2019-10-19,2018-03-23,Approved,Hyderabad,TS
CASE100371,NextGen,Project Manager,123707,2021-02-24,2020-10-30,Denied,Bangalore,TS
CASE100372,InfoSys,Data Analyst,79051,2020-01-08,2021-08-10,Approved,Bangalore,KA
CASE100373,GlobalSoft,AI Engineer,120738,2020-07-27,2021-07-16,Denied,Bangalore,TS
CASE100374,TechCorp,Software Engineer,113596,2018-03-12,2019-12-16,Approved,Mumbai,TN
CASE100375,GlobalSoft,Data Analyst,100071,2018-09-30,2022-12-08,Denied,Chennai,MH
CASE100376,NextGen,Software Engineer,170613,2021-04-25,2022-07-19,Approved,Hyderabad,MH
CASE100377,InfoSys,Consultant,113601,2020-10-23,2023-11-05,Approved,Pune,TS
CASE100378,InfoSys,Project Manager,69873,2021-08-01,2020-09-06,Approved,Bangalore,KA
CASE100379,DataWorks,Consultant,111468,2018-01-22,2022-08-31,Approved,Mumbai,AP
CASE100380,InfoSys,Project Manager,66470,2018-06-15,2021-12-26,Denied,Bangalore,TS
CASE100381,DataWorks,AI Engineer,48328,2021-08-26,2022-06-03,Approved,Pune,TS
CASE100382,TechCorp,Data Analyst,177405,2020-05-24,2020-12-12,Approved,Hyderabad,AP
CASE100383,NextGen,AI Engineer,161173,2022-02-09,2021-08-13,Approved,Bangalore,MH
CASE100384,DataWorks,Project Manager,86638,2019-05-13,2024-01-05,Denied,Mumbai,MH
CASE100385,TechCorp,Project Manager,51268,2019-03-10,2022-07-12,Approved,Mumbai,AP
CASE100386,InfoSys,Project Manager,153920,2020-01-28,2021-04-21,Approved,Chennai,KA
CASE100387,InfoSys,Software Engineer,150379,2018-08-22,2023-12-31,Approved,Mumbai,TS
CASE100388,TechCorp,Data Analyst,47887,2020-04-16,2020-11-27,Pending,Chennai,TN
CASE100389,InfoSys,AI Engineer,64918,2022-08-21,2019-04-06,Approved,Hyderabad,MH
CASE100390,TechCorp,AI Engineer,75497,2019-10-25,2021-09-07,Approved,Pune,MH
CASE100391,DataWorks,Consultant,133562,2019-12-26,2020-07-11,Denied,Chennai,MH
CASE100392,DataWorks,Project Manager,51929,2019-01-11,2021-01-08,Approved,Bangalore,KA
CASE100393,TechCorp,Project Manager,142201,2019-12-31,2018-05-17,Approved,Bangalore,AP
CASE100394,DataWorks,Project Manager,156566,2021-06-23,2020-02-14,Pending,Pune,KA
CASE100395,DataWorks,AI Engineer,68546,2018-10-30,2022-02-18,Approved,Mumbai,MH
CASE100396,DataWorks,Consultant,122494,2019-02-09,2019-10-14,Approved,Bangalore,TS
CASE100397,GlobalSoft,Software Engineer,86566,2022-12-17,2020-10-21,Approved,Chennai,MH
CASE100398,NextGen,Data Analyst,125464,2022-08-14,2018-06-24,Denied,Pune,TS
CASE100399,InfoSys,Software Engineer,168279,2019-12-09,2020-04-30,Approved,Bangalore,TS
CASE100400,GlobalSoft,AI Engineer,121991,2020-07-05,2019-03-18,Approved,Mumbai,MH
CASE100401,DataWorks,Project Manager,132680,2018-01-21,2018-05-24,Approved,Mumbai,MH
CASE100402,TechCorp,Data Analyst,68013,2018-09-14,2018-06-03,Denied,Bangalore,TS
CASE100403,DataWorks,AI Engineer,92132,2019-02-03,2018-04-26,Approved,Pune,KA
CASE100404,NextGen,AI Engineer,147855,2022-04-02,2018-03-18,Approved,Hyderabad,KA
CASE100405,DataWorks,AI Engineer,131627,2018-02-20,2023-04-14,Approved,Bangalore,KA
CASE100406,TechCorp,Data Analyst,162772,2019-03-23,2022-05-22,Approved,Mumbai,TN
CASE100407,NextGen,Data Analyst,104068,2021-07-17,2022-11-04,Denied,Hyderabad,TS
CASE100408,DataWorks,Consultant,56116,2020-04-06,2023-07-29,Approved,Pune,TN
CASE100409,NextGen,Consultant,91369,2019-08-18,2020-04-13,Denied,Mumbai,TN
CASE100410,InfoSys,Software Engineer,143100,2020-03-28,2023-07-13,Approved,Pune,TS
CASE100411,InfoSys,Data Analyst,69655,2019-09-28,2021-01-04,Denied,Bangalore,TN
CASE100412,DataWorks,Data Analyst,87632,2022-12-31,2021-05-06,Approved,Pune,TS
CASE100413,NextGen,Data Analyst,58895,2021-07-09,2018-03-17,Approved,Mumbai,AP
CASE100414,TechCorp,Consultant,63086,2021-10-20,2019-07-24,Pending,Bangalore,AP
CASE100415,DataWorks,AI Engineer,125637,2020-12-08,2018-04-27,Pending,Mumbai,TS
CASE100416,InfoSys,Project Manager,147334,2022-03-22,2021-12-09,Approved,Mumbai,TS
CASE100417,InfoSys,Consultant,103083,2022-07-11,2018-10-22,Approved,Hyderabad,TS
CASE100418,DataWorks,Data Analyst,135028,2021-02-15,2020-01-03,Approved,Chennai,KA
CASE100419,NextGen,Consultant,106957,2022-01-16,2022-02-12,Denied,Pune,TS
CASE100420,InfoSys,Software Engineer,137551,2020-02-14,2018-08-04,Approved,Pune,MH
CASE100421,NextGen,Data Analyst,118506,2023-03-04,2018-12-22,Approved,Hyderabad,AP
CASE100422,InfoSys,Software Engineer,178355,2020-08-30,2021-05-21,Approved,Pune,AP
CASE100423,InfoSys,Data Analyst,134024,2023-05-25,2019-03-03,Pending,Hyderabad,TS
CASE100424,GlobalSoft,Consultant,121481,2023-03-25,2022-03-15,Approved,Pune,AP
CASE100425,InfoSys,AI Engineer,40255,2022-07-23,2021-12-27,Approved,Pune,TS
CASE100426,TechCorp,Project Manager,55487,2019-02-01,2022-01-10,Approved,Mumbai,TS
CASE100427,DataWorks,Software Engineer,59346,2019-11-14,2021-01-23,Approved,Hyderabad,AP
CASE100428,DataWorks,Consultant,75050,2020-11-16,2020-09-12,Approved,Pune,AP
CASE100429,NextGen,AI Engineer,48744,2019-12-12,2019-08-08,Pending,Chennai,MH
CASE100430,InfoSys,Consultant,101596,2021-10-27,2020-12-06,Denied,Hyderabad,TN
CASE100431,TechCorp,Software Engineer,159640,2023-04-07,2018-03-15,Approved,Hyderabad,MH
CASE100432,NextGen,Project Manager,95032,2023-01-24,2020-07-19,Denied,Hyderabad,MH
CASE100433,GlobalSoft,Consultant,82687,2023-02-24,2022-10-20,Approved,Mumbai,AP
CASE100434,NextGen,Data Analyst,102863,2021-01-25,2019-05-27,Approved,Hyderabad,MH
CASE100435,NextGen,AI Engineer,171663,2019-06-13,2023-08-29,Pending,Mumbai,AP
CASE100436,InfoSys,Consultant,46277,2019-11-16,2021-08-09,Approved,Chennai,KA
CASE100437,GlobalSoft,AI Engineer,101860,2023-06-21,2021-05-12,Approved,Bangalore,TS
CASE100438,NextGen,Data Analyst,173332,2019-09-05,2022-02-03,Pending,Mumbai,TN
CASE100439,TechCorp,Project Manager,64741,2018-07-05,2019-08-19,Approved,Pune,KA
CASE100440,TechCorp,Project Manager,159720,2019-11-27,2020-03-12,Denied,Hyderabad,TS
CASE100441,DataWorks,Data Analyst,77211,2023-05-28,2021-06-02,Pending,Bangalore,TS
CASE100442,GlobalSoft,AI Engineer,46869,2018-08-03,2019-05-16,Approved,Mumbai,TN
CASE100443,GlobalSoft,Consultant,127616,2021-06-28,2021-11-01,Approved,Pune,MH
CASE100444,DataWorks,Data Analyst,134515,2018-08-04,2019-12-03,Approved,Bangalore,TS
CASE100445,NextGen,Software Engineer,100110,2018-01-29,2021-04-19,Approved,Chennai,TN
CASE100446,GlobalSoft,AI Engineer,74033,2018-04-12,2018-05-21,Approved,Mumbai,AP
CASE100447,TechCorp,Project Manager,85213,2018-05-03,2020-11-22,Denied,Mumbai,TS
CASE100448,TechCorp,Data Analyst,52938,2018-02-23,2019-01-09,Approved,Chennai,TS
CASE100449,InfoSys,Project Manager,170842,2021-07-30,2022-02-11,Approved,Mumbai,MH
CASE100450,GlobalSoft,AI Engineer,42274,2022-06-26,2023-12-01,Approved,Hyderabad,MH
CASE100451,NextGen,Project Manager,124390,2021-02-14,2020-03-17,Approved,Mumbai,AP
CASE100452,DataWorks,Data Analyst,60044,2019-09-08,2021-12-04,Denied,Hyderabad,TS
CASE100453,DataWorks,AI Engineer,139372,2019-07-11,2019-11-19,Approved,Mumbai,MH
CASE100454,NextGen,Software Engineer,54706,2018-04-24,2023-02-07,Denied,Pune,TN
CASE100455,InfoSys,Data Analyst,177046,2020-05-04,2023-02-06,Approved,Pune,TS
CASE100456,DataWorks,Consultant,116464,2022-04-16,2019-04-29,Approved,Bangalore,TN
CASE100457,GlobalSoft,Data Analyst,61213,2019-11-07,2020-02-10,Approved,Pune,KA
CASE100458,InfoSys,AI Engineer,41950,2020-09-03,2022-12-05,Approved,Chennai,AP
CASE100459,GlobalSoft,Data Analyst,50411,2019-12-02,2022-01-13,Approved,Bangalore,MH
CASE100460,TechCorp,Software Engineer,168603,2021-08-09,2022-11-14,Approved,Pune,KA
CASE100461,InfoSys,Software Engineer,102744,2021-05-03,2020-05-03,Pending,Hyderabad,MH
CASE100462,DataWorks,Consultant,75053,2018-10-19,2018-06-24,Approved,Mumbai,KA
CASE100463,InfoSys,Project Manager,178117,2023-03-26,2023-07-30,Pending,Pune,MH
CASE100464,InfoSys,AI Engineer,97623,2018-09-18,2021-01-02,Approved,Hyderabad,AP
CASE100465,InfoSys,AI Engineer,69714,2023-05-20,2022-12-22,Approved,Bangalore,TS
CASE100466,InfoSys,Project Manager,149283,2021-05-15,2021-12-10,Approved,Mumbai,TN
CASE100467,GlobalSoft,Software Engineer,48562,2019-07-18,2022-11-28,Approved,Pune,KA
CASE100468,TechCorp,Software Engineer,95048,2018-02-18,2020-07-28,Denied,Bangalore,TN
CASE100469,NextGen,Data Analyst,133295,2020-10-26,2020-03-01,Approved,Pune,TN
CASE100470,InfoSys,Consultant,52026,2019-01-14,2022-03-27,Approved,Bangalore,MH
CASE100471,DataWorks,Consultant,146147,2021-11-18,2019-07-15,Approved,Pune,TS
CASE100472,InfoSys,Consultant,71589,2023-03-25,2021-10-21,Approved,Hyderabad,MH
CASE100473,DataWorks,Data Analyst,148199,2018-08-12,2023-08-20,Denied,Chennai,TN
CASE100474,GlobalSoft,Consultant,137274,2020-11-12,2020-11-03,Approved,Hyderabad,AP
CASE100475,DataWorks,Project Manager,66844,2020-10-04,2022-04-17,Denied,Mumbai,TS
CASE100476,NextGen,Data Analyst,130415,2019-10-19,2021-07-27,Approved,Pune,TS
CASE100477,TechCorp,Project Manager,94708,2018-04-20,2020-09-03,Pending,Chennai,TN
CASE100478,DataWorks,Data Analyst,110825,2019-12-25,2021-04-06,Denied,Chennai,MH
CASE100479,DataWorks,Consultant,91574,2023-01-10,2021-08-21,Approved,Mumbai,AP
CASE100480,TechCorp,Project Manager,125548,2019-07-07,2020-10-28,Approved,Mumbai,KA
CASE100481,NextGen,Project Manager,104230,2021-11-23,2023-06-21,Pending,Chennai,MH
CASE100482,InfoSys,Project Manager,80581,2021-04-10,2020-06-30,Approved,Mumbai,TS
CASE100483,DataWorks,Data Analyst,65105,2020-10-02,2023-02-21,Denied,Mumbai,MH
CASE100484,TechCorp,AI Engineer,119830,2019-11-29,2023-06-29,Approved,Pune,KA
CASE100485,GlobalSoft,Consultant,109157,2019-12-27,2022-07-19,Approved,Hyderabad,AP
CASE100486,TechCorp,Project Manager,127235,2018-11-02,2018-07-22,Denied,Bangalore,AP
CASE100487,GlobalSoft,AI Engineer,42347,2022-05-07,2019-05-18,Approved,Chennai,KA
CASE100488,NextGen,Consultant,87650,2022-05-25,2022-01-16,Approved,Bangalore,KA
CASE100489,InfoSys,Consultant,175995,2022-09-28,2019-06-12,Approved,Chennai,TN
CASE100490,TechCorp,Project Manager,164926,2020-08-16,2020-10-15,Approved,Chennai,TS
CASE100491,DataWorks,Project Manager,121147,2020-08-11,2022-06-24,Denied,Hyderabad,TN
CASE100492,NextGen,Data Analyst,88135,2021-03-20,2019-03-25,Pending,Chennai,MH
CASE100493,TechCorp,AI Engineer,59199,2021-12-22,2021-11-01,Denied,Chennai,KA
CASE100494,DataWorks,AI Engineer,141583,2019-09-13,2020-01-14,Approved,Hyderabad,TN
CASE100495,TechCorp,Project Manager,132290,2022-01-30,2018-07-28,Approved,Mumbai,TS
CASE100496,GlobalSoft,Consultant,160787,2019-09-22,2023-11-05,Denied,Bangalore,TS
CASE100497,TechCorp,Project Manager,154427,2020-05-26,2023-05-14,Approved,Chennai,KA
CASE100498,TechCorp,Consultant,127493,2022-06-19,2020-09-02,Approved,Hyderabad,TN
CASE100499,TechCorp,Consultant,171706,2022-11-27,2023-08-11,Pending,Chennai,AP
CASE100500,NextGen,Project Manager,52771,2019-07-10,2020-02-08,Approved,Hyderabad,KA
CASE100501,TechCorp,Software Engineer,165607,2023-05-26,2023-06-10,Approved,Bangalore,MH
CASE100502,DataWorks,AI Engineer,119876,2018-03-08,2018-05-22,Approved,Pune,TN
CASE100503,GlobalSoft,Consultant,99648,2021-03-25,2020-01-15,Approved,Mumbai,TN
CASE100504,GlobalSoft,Consultant,115783,2020-04-14,2021-12-02,Approved,Pune,KA
CASE100505,TechCorp,Software Engineer,84440,2018-07-25,2023-05-23,Pending,Hyderabad,TN
CASE100506,NextGen,Data Analyst,71655,2020-02-25,2021-11-12,Approved,Chennai,TN
CASE100507,NextGen,Software Engineer,83039,2018-06-04,2020-04-22,Approved,Mumbai,MH
CASE100508,DataWorks,Software Engineer,95255,2022-09-11,2021-05-23,Denied,Bangalore,MH
CASE100509,TechCorp,Consultant,112219,2022-03-13,2018-03-08,Approved,Mumbai,AP
CASE100510,GlobalSoft,AI Engineer,51244,2022-05-15,2023-02-02,Approved,Chennai,MH
CASE100511,NextGen,Software Engineer,134594,2021-01-02,2021-07-05,Approved,Pune,AP
CASE100512,TechCorp,Data Analyst,98595,2020-12-08,2020-04-19,Denied,Hyderabad,MH
CASE100513,NextGen,Project Manager,143898,2020-02-22,2018-02-22,Approved,Pune,AP
CASE100514,NextGen,Software Engineer,68371,2022-01-30,2022-04-06,Approved,Mumbai,MH
CASE100515,GlobalSoft,Software Engineer,45914,2019-08-08,2020-04-05,Approved,Chennai,MH
CASE100516,InfoSys,Data Analyst,67180,2019-12-09,2019-06-10,Approved,Hyderabad,KA
CASE100517,DataWorks,AI Engineer,174760,2023-04-19,2020-07-18,Approved,Chennai,MH
CASE100518,DataWorks,Software Engineer,120219,2018-06-28,2019-03-31,Approved,Chennai,AP
CASE100519,GlobalSoft,Software Engineer,118616,2020-12-07,2023-09-27,Approved,Mumbai,KA
CASE100520,NextGen,AI Engineer,135213,2020-12-31,2023-07-06,Approved,Pune,AP
CASE100521,TechCorp,Data Analyst,77805,2018-04-23,2022-02-07,Approved,Chennai,MH
CASE100522,NextGen,Software Engineer,166599,2020-01-27,2021-06-17,Approved,Chennai,MH
CASE100523,GlobalSoft,AI Engineer,114176,2020-06-15,2023-01-02,Approved,Chennai,AP
CASE100524,DataWorks,Software Engineer,134799,2023-04-11,2019-08-18,Pending,Hyderabad,TN
CASE100525,NextGen,Project Manager,138385,2020-03-31,2021-08-27,Denied,Chennai,KA
CASE100526,DataWorks,Consultant,128919,2018-06-08,2023-03-02,Pending,Chennai,KA
CASE100527,TechCorp,Project Manager,178482,2020-02-25,2018-06-12,Approved,Mumbai,MH
CASE100528,DataWorks,Software Engineer,121462,2022-12-09,2019-04-24,Approved,Chennai,KA
CASE100529,DataWorks,Data Analyst,71159,2023-01-14,2023-02-04,Approved,Chennai,AP
CASE100530,InfoSys,Consultant,82039,2020-11-19,2023-12-29,Approved,Mumbai,MH
CASE100531,InfoSys,Project Manager,87800,2021-01-25,2020-05-29,Approved,Hyderabad,KA
CASE100532,InfoSys,AI Engineer,80761,2018-09-08,2021-07-15,Approved,Pune,TS
CASE100533,DataWorks,Data Analyst,134626,2022-03-23,2022-02-19,Approved,Mumbai,KA
CASE100534,GlobalSoft,Project Manager,158368,2021-01-20,2020-07-19,Approved,Hyderabad,AP
CASE100535,DataWorks,AI Engineer,120903,2018-04-23,2020-02-28,Approved,Pune,KA
CASE100536,GlobalSoft,Software Engineer,158998,2018-09-16,2022-04-19,Approved,Chennai,TN
CASE100537,GlobalSoft,AI Engineer,176885,2018-04-17,2023-04-14,Approved,Mumbai,TN
CASE100538,InfoSys,Project Manager,99894,2019-07-29,2020-06-10,Approved,Chennai,MH
CASE100539,NextGen,Project Manager,91444,2021-11-14,2023-02-21,Pending,Mumbai,TN
CASE100540,TechCorp,Software Engineer,101748,2020-09-17,2019-06-29,Approved,Pune,AP
CASE100541,InfoSys,AI Engineer,81190,2021-10-13,2020-09-24,Approved,Hyderabad,TS
CASE100542,InfoSys,AI Engineer,80318,2022-12-12,2022-06-10,Denied,Mumbai,TS
CASE100543,NextGen,Software Engineer,164078,2021-05-07,2018-04-24,Approved,Hyderabad,MH
CASE100544,TechCorp,AI Engineer,79759,2019-03-03,2020-04-07,Approved,Chennai,MH
CASE100545,DataWorks,Software Engineer,56498,2022-02-10,2023-11-28,Approved,Chennai,TN
CASE100546,DataWorks,Data Analyst,65989,2020-05-08,2022-06-20,Approved,Pune,AP
CASE100547,InfoSys,Project Manager,157035,2023-02-16,2019-07-06,Approved,Pune,TN
