case_id,continent,country_of_applicant,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,visa_type,application_season,processing_center,processing_time_days,case_status
234,Africa,China,Bachelor's,Y,N,47415,2001,Northeast,83099.47,Yearly,Y,Dependent,Winter,Center C,224,Certified
235,Asia,UAE,PhD,Y,Y,38013,2024,Northeast,90779.54,Weekly,Y,PR,Fall,Center D,328,Certified
236,Oceania,Japan,High School,Y,Y,43058,1981,Northeast,104686.42,Weekly,Y,Dependent,Fall,Center A,90,Certified
237,South America,Brazil,Bachelor's,Y,N,26127,1982,West,6613.12,Weekly,N,Dependent,Winter,Center B,140,Certified
238,North America,UK,PhD,Y,N,7550,1977,West,98059.52,Hourly,Y,Tourist,Winter,Center D,98,Certified
239,Europe,UAE,Diploma,N,Y,9638,2002,Northeast,116009.2,Weekly,Y,Tourist,Fall,Center A,248,Certified
240,Oceania,UAE,High School,N,Y,10308,1963,Northeast,34491.0,Yearly,N,Dependent,Spring,Center C,268,Certified
241,Oceania,China,Diploma,Y,N,7792,2013,West,38314.4,Yearly,Y,Student,Spring,Center C,315,Certified
242,Africa,China,Master's,N,Y,8778,1955,West,124380.91,Yearly,Y,Dependent,Fall,Center B,158,Certified
243,Asia,Brazil,High School,N,Y,38339,1990,Northeast,39469.88,Yearly,Y,Dependent,Spring,Center A,229,Certified
244,Asia,Nigeria,Diploma,Y,Y,14078,1957,South,149016.74,Monthly,Y,PR,Winter,Center B,311,Certified
245,North America,Canada,Bachelor's,Y,Y,10041,1998,South,126584.36,Monthly,Y,Dependent,Spring,Center C,238,Certified
246,Africa,Germany,Bachelor's,Y,Y,20043,1989,West,144233.15,Yearly,Y,Work,Winter,Center A,225,Certified
247,Oceania,Australia,PhD,N,N,22402,1967,Midwest,114919.95,Monthly,Y,Business,Fall,Center B,169,Certified
248,South America,India,Bachelor's,Y,Y,37591,1989,South,143157.79,Yearly,Y,Business,Fall,Center C,273,Denied
249,Africa,China,PhD,Y,N,6713,1957,South,57245.57,Hourly,Y,Student,Summer,Center D,93,Certified
250,North America,Germany,Diploma,Y,N,18856,2008,Northeast,109582.75,Hourly,Y,Dependent,Spring,Center B,60,Certified
251,North America,India,Diploma,Y,Y,38005,1994,Northeast,119094.01,Monthly,N,Dependent,Fall,Center A,83,Certified
252,Africa,UAE,Master's,N,Y,27619,1959,Midwest,48880.7,Hourly,Y,Dependent,Spring,Center A,210,Certified
253,North America,Canada,Bachelor's,Y,Y,49977,1955,Midwest,120825.31,Monthly,Y,Business,Fall,Center C,89,Certified
254,Africa,Brazil,High School,Y,Y,39682,1960,Midwest,80884.74,Monthly,Y,Student,Fall,Center C,267,Certified
255,Europe,Nigeria,High School,N,N,42736,2007,Midwest,16370.54,Monthly,Y,Business,Fall,Center D,264,Certified
256,Africa,UAE,Master's,Y,N,23523,1953,South,75468.67,Yearly,Y,Student,Summer,Center A,321,Certified
257,Africa,Canada,Master's,Y,Y,47520,1976,Northeast,70393.11,Monthly,N,PR,Spring,Center A,139,Certified
258,North America,Germany,Bachelor's,Y,N,48683,2013,South,91381.88,Monthly,N,Tourist,Summer,Center B,299,Certified
259,North America,Canada,High School,N,N,9893,1996,Midwest,117014.3,Weekly,Y,Tourist,Summer,Center D,357,Certified
260,Asia,Brazil,High School,Y,Y,48221,1978,West,11224.44,Monthly,Y,Tourist,Fall,Center D,99,Certified
261,Asia,Australia,High School,N,Y,27507,1950,Midwest,83075.75,Monthly,Y,Dependent,Fall,Center B,160,Certified
262,Europe,Canada,PhD,Y,Y,19170,1975,South,121819.37,Yearly,Y,Student,Summer,Center B,55,Certified
263,Asia,UK,Bachelor's,Y,Y,4636,1975,Northeast,130417.04,Hourly,Y,Work,Spring,Center B,86,Certified
264,Africa,Canada,Master's,Y,N,31663,1953,South,10197.41,Yearly,Y,Work,Winter,Center C,156,Certified
265,North America,UAE,High School,N,Y,5372,1960,South,18631.25,Weekly,Y,Tourist,Summer,Center C,141,Certified
266,Asia,Germany,Diploma,Y,N,11978,1980,Midwest,138447.2,Monthly,Y,Work,Fall,Center D,299,Denied
267,Asia,UAE,Diploma,N,N,7822,1976,Northeast,128737.18,Monthly,Y,Student,Fall,Center C,336,Certified
268,Europe,Germany,PhD,N,N,43241,2004,West,16122.1,Weekly,N,PR,Winter,Center B,144,Certified
269,Oceania,Brazil,Master's,N,Y,21016,2015,South,68797.19,Weekly,N,Tourist,Summer,Center C,321,Denied
270,Europe,Canada,PhD,N,N,43064,1961,West,60438.41,Monthly,N,Work,Winter,Center A,54,Certified
271,Africa,UK,PhD,N,Y,40063,2012,West,138246.71,Weekly,Y,Work,Spring,Center D,138,Certified
272,North America,Canada,Master's,Y,N,17155,1979,Midwest,66923.41,Hourly,Y,Business,Spring,Center D,193,Denied
273,Europe,Canada,High School,Y,Y,6352,2024,West,100982.78,Yearly,Y,Business,Summer,Center A,263,Certified
274,Asia,UAE,Bachelor's,N,Y,40902,2002,Midwest,128085.43,Yearly,Y,Work,Winter,Center C,351,Certified
275,North America,UK,High School,N,Y,22184,2024,Northeast,87039.07,Hourly,Y,PR,Winter,Center A,199,Denied
276,North America,China,PhD,N,N,37557,1951,South,18842.37,Hourly,N,Dependent,Winter,Center A,87,Certified
277,Asia,Nigeria,Master's,Y,Y,32969,1992,Northeast,14532.9,Yearly,N,Student,Fall,Center B,91,Certified
278,Europe,Nigeria,Bachelor's,Y,N,42080,1985,Midwest,94700.91,Monthly,Y,Work,Winter,Center C,302,Certified
279,Asia,Germany,High School,Y,N,21533,1994,West,118865.26,Monthly,Y,Work,Winter,Center B,228,Denied
280,Oceania,India,PhD,N,Y,38085,1964,Midwest,85387.4,Weekly,Y,Business,Summer,Center C,91,Certified
281,North America,China,High School,Y,Y,18535,1995,Midwest,686.2,Monthly,Y,PR,Winter,Center D,288,Denied
282,South America,Canada,Master's,Y,N,23206,1987,West,100149.03,Monthly,Y,PR,Winter,Center D,55,Certified
283,South America,Brazil,Master's,N,N,16735,1977,West,79309.26,Weekly,Y,Tourist,Spring,Center B,103,Certified
284,Africa,Canada,Bachelor's,N,N,9359,1988,Midwest,120936.95,Hourly,Y,PR,Fall,Center A,90,Denied
285,Asia,China,Diploma,Y,Y,38091,2024,Northeast,142558.86,Weekly,Y,Tourist,Summer,Center A,157,Certified
286,Asia,Japan,PhD,Y,N,13095,2011,Northeast,28001.08,Weekly,Y,Dependent,Winter,Center B,43,Certified
287,Africa,Japan,Diploma,N,N,25705,2017,Northeast,144794.54,Hourly,N,Tourist,Summer,Center B,49,Certified
288,Africa,Germany,Bachelor's,Y,N,28007,1985,Midwest,129765.4,Monthly,N,PR,Winter,Center B,204,Certified
289,Africa,Germany,Master's,Y,Y,32596,2016,Northeast,7722.05,Yearly,Y,Business,Summer,Center C,167,Certified
290,North America,Australia,PhD,Y,Y,47606,2012,West,56464.49,Yearly,Y,PR,Summer,Center D,163,Certified
291,Oceania,Japan,High School,N,Y,36581,2015,West,109435.34,Yearly,Y,Business,Fall,Center D,255,Certified
292,Asia,Australia,Diploma,Y,Y,4908,1990,Northeast,85429.02,Weekly,N,Dependent,Winter,Center A,28,Certified
293,North America,UAE,High School,Y,N,49547,2009,South,136759.71,Monthly,Y,Work,Spring,Center C,157,Certified
294,Africa,Nigeria,High School,Y,N,30923,1950,South,8515.43,Monthly,Y,Work,Spring,Center A,274,Certified
295,Asia,China,Master's,N,Y,11460,1976,Midwest,86034.97,Weekly,Y,PR,Spring,Center C,219,Denied
296,North America,UAE,Diploma,N,Y,33744,2002,Northeast,45115.68,Hourly,N,Dependent,Summer,Center C,331,Certified
297,Oceania,UAE,High School,N,N,8108,1992,Northeast,109928.02,Yearly,Y,Work,Spring,Center A,91,Certified
298,North America,China,Master's,Y,N,42349,2003,South,79142.27,Hourly,Y,Work,Winter,Center D,205,Certified
299,Oceania,China,High School,Y,Y,31639,2018,West,143446.9,Yearly,N,Business,Spring,Center A,157,Certified
300,Africa,Brazil,Diploma,Y,Y,16281,2008,Midwest,7445.91,Hourly,Y,Dependent,Fall,Center D,183,Certified
301,Oceania,Germany,Diploma,N,Y,34113,1982,South,66025.8,Monthly,N,Student,Fall,Center A,327,Certified
302,Asia,India,Master's,Y,Y,25933,1962,Midwest,98983.17,Hourly,Y,Tourist,Summer,Center D,288,Certified
303,Africa,Japan,PhD,Y,N,22732,1997,West,17342.32,Hourly,Y,Tourist,Spring,Center C,281,Certified
304,Asia,Germany,Bachelor's,N,Y,14057,2016,Midwest,146451.17,Hourly,N,PR,Spring,Center D,44,Denied
305,South America,Canada,Diploma,N,Y,29387,1966,West,90147.82,Monthly,Y,Business,Spring,Center D,141,Denied
306,Europe,Germany,PhD,N,Y,45326,2001,West,120944.35,Yearly,N,Tourist,Spring,Center A,221,Denied
307,Oceania,UAE,Diploma,Y,Y,4572,1964,Northeast,107729.31,Weekly,N,Tourist,Summer,Center C,93,Certified
308,Europe,Brazil,High School,N,N,5838,1981,Midwest,105629.18,Weekly,N,Work,Summer,Center D,178,Certified
309,Europe,Brazil,High School,Y,N,21999,1987,Midwest,52629.52,Weekly,Y,Tourist,Spring,Center C,250,Certified
310,Oceania,UK,High School,N,N,9333,1978,Northeast,90932.74,Monthly,N,PR,Fall,Center A,285,Certified
311,Africa,UAE,High School,Y,N,24240,1986,Midwest,69527.67,Hourly,N,Work,Fall,Center D,355,Certified
312,South America,Brazil,Master's,Y,N,479,1957,Northeast,9879.75,Hourly,Y,Tourist,Fall,Center C,358,Certified
313,Asia,UAE,PhD,N,N,17600,1987,Northeast,26610.86,Monthly,N,Business,Winter,Center A,192,Certified
314,North America,Nigeria,High School,N,Y,34389,2005,South,95925.59,Yearly,Y,PR,Summer,Center A,252,Certified
315,Asia,Germany,Diploma,Y,Y,39956,1984,Northeast,59467.65,Hourly,Y,Tourist,Summer,Center B,205,Certified
316,North America,India,High School,Y,Y,44657,2018,Northeast,5343.22,Monthly,Y,Work,Fall,Center B,132,Certified
317,Asia,UK,High School,N,Y,1043,1989,West,119964.52,Weekly,Y,Business,Winter,Center C,359,Certified
318,Oceania,Australia,High School,Y,N,5303,2004,South,20924.72,Weekly,Y,PR,Spring,Center C,176,Certified
319,South America,Japan,Master's,Y,Y,16095,1997,South,84066.99,Weekly,Y,Tourist,Spring,Center D,116,Certified
320,North America,UAE,Bachelor's,N,Y,23989,1998,Midwest,31902.82,Monthly,Y,Dependent,Fall,Center C,210,Certified
321,Africa,Nigeria,Master's,Y,N,11937,2003,West,33618.67,Monthly,Y,Work,Spring,Center A,293,Certified
322,Asia,UK,Diploma,N,N,19896,1956,South,130534.05,Hourly,Y,Dependent,Spring,Center A,146,Denied
323,Asia,UAE,High School,Y,N,18280,2001,South,34879.56,Weekly,Y,Dependent,Summer,Center C,232,Certified
324,North America,China,Bachelor's,Y,N,38863,2022,Northeast,6462.74,Hourly,N,Work,Summer,Center D,32,Certified
325,Africa,Japan,PhD,Y,N,43561,1967,West,84313.51,Weekly,Y,Student,Winter,Center A,300,Certified
326,Africa,Australia,PhD,N,Y,36778,1951,West,147739.05,Monthly,Y,Work,Winter,Center A,35,Certified
327,Oceania,Germany,High School,Y,Y,26604,1992,West,113602.78,Monthly,Y,Student,Winter,Center C,143,Certified
328,Oceania,Australia,Diploma,N,N,18327,1986,Northeast,50871.83,Hourly,Y,PR,Summer,Center B,217,Certified
329,Oceania,Nigeria,High School,Y,Y,10126,2012,Northeast,38039.36,Monthly,Y,Work,Winter,Center D,359,Certified
330,Oceania,India,PhD,Y,N,41561,2008,South,109370.17,Monthly,Y,Tourist,Spring,Center C,26,Certified
331,Oceania,Australia,PhD,Y,N,5116,1986,South,86390.28,Hourly,Y,Work,Summer,Center D,263,Denied
332,Oceania,Germany,Master's,Y,N,5348,1985,South,103424.51,Weekly,Y,Student,Spring,Center C,337,Denied
333,South America,Brazil,PhD,N,N,8719,1990,Midwest,119581.05,Yearly,N,PR,Fall,Center B,182,Certified
334,Africa,India,Bachelor's,Y,N,11046,1972,Northeast,133449.46,Monthly,Y,PR,Fall,Center B,106,Certified
335,Oceania,Australia,Diploma,Y,N,29007,1974,Northeast,47768.93,Monthly,Y,Tourist,Spring,Center B,241,Certified
336,Africa,Nigeria,PhD,Y,Y,2613,1988,Midwest,113528.0,Monthly,Y,Business,Fall,Center D,301,Certified
337,Africa,Canada,PhD,Y,N,2288,2017,South,143282.25,Weekly,N,PR,Fall,Center C,163,Certified
338,Europe,Brazil,Master's,Y,N,630,1968,West,18976.74,Hourly,Y,PR,Spring,Center C,221,Denied
339,South America,UAE,PhD,Y,Y,5517,2008,West,139619.6,Hourly,Y,Tourist,Spring,Center A,72,Certified
340,Oceania,Australia,Master's,N,N,23948,2011,Northeast,48853.85,Hourly,Y,Student,Fall,Center A,238,Certified
341,Asia,Brazil,Master's,N,Y,15113,1955,Midwest,99655.2,Yearly,Y,PR,Spring,Center B,83,Certified
342,North America,Germany,Master's,N,Y,13450,1961,West,115899.07,Monthly,N,PR,Winter,Center A,84,Denied
343,Asia,Nigeria,High School,Y,N,10126,1963,Northeast,42074.83,Monthly,Y,Dependent,Summer,Center C,181,Certified
344,South America,Australia,Diploma,Y,N,10601,1985,Midwest,112324.93,Weekly,Y,Dependent,Summer,Center C,114,Certified
345,North America,Germany,Diploma,Y,Y,38264,2001,Midwest,137995.53,Weekly,N,Business,Spring,Center A,46,Certified
346,South America,India,High School,Y,N,15719,2012,South,93936.42,Yearly,Y,Dependent,Summer,Center A,76,Certified
347,Africa,India,High School,Y,N,46833,1969,South,62365.15,Yearly,Y,PR,Spring,Center B,244,Certified
348,North America,Nigeria,Bachelor's,Y,Y,9474,2006,Midwest,49442.58,Monthly,Y,Business,Fall,Center D,220,Certified
349,Africa,UAE,Bachelor's,Y,N,12684,1960,Northeast,26083.06,Weekly,Y,Business,Spring,Center C,354,Certified
350,Asia,Nigeria,Master's,Y,Y,26307,1989,South,142014.08,Yearly,N,PR,Winter,Center C,241,Certified
351,Asia,UAE,High School,Y,N,39284,1958,West,136296.48,Weekly,Y,PR,Winter,Center D,226,Denied
352,North America,UAE,Diploma,Y,N,19281,1964,South,3783.62,Weekly,N,Business,Winter,Center B,108,Certified
353,North America,Canada,High School,N,N,6639,1971,West,41341.52,Weekly,Y,Dependent,Winter,Center A,362,Certified
354,Oceania,Canada,High School,Y,Y,35273,2022,Northeast,143529.0,Weekly,Y,Work,Winter,Center D,16,Certified
355,South America,Japan,High School,Y,Y,18973,2004,Midwest,122545.77,Hourly,Y,Tourist,Fall,Center B,43,Certified
356,Oceania,Nigeria,Diploma,Y,N,19241,2023,West,30143.51,Monthly,Y,Dependent,Summer,Center C,128,Certified
357,South America,UAE,Diploma,Y,N,27439,1961,South,35266.05,Weekly,N,Business,Winter,Center A,43,Certified
358,Oceania,Brazil,PhD,Y,Y,41166,2003,Midwest,101755.36,Weekly,Y,Work,Winter,Center C,274,Certified
359,Africa,Brazil,High School,Y,N,12780,1996,Midwest,83945.26,Yearly,Y,PR,Winter,Center A,104,Denied
360,North America,UK,Bachelor's,N,Y,22279,1984,Midwest,108412.83,Monthly,Y,Business,Winter,Center C,116,Certified
361,Asia,Nigeria,Diploma,Y,N,19851,2005,Northeast,11017.8,Yearly,Y,Dependent,Spring,Center D,339,Certified
362,South America,UK,Diploma,Y,Y,42530,2006,Northeast,99851.85,Weekly,Y,Work,Spring,Center C,81,Denied
363,South America,China,PhD,N,N,22810,1963,South,106792.74,Weekly,Y,PR,Winter,Center A,179,Certified
364,Asia,Canada,High School,Y,N,18407,1998,Northeast,79328.39,Yearly,Y,Business,Winter,Center D,61,Certified
365,Oceania,China,Diploma,Y,Y,7425,1961,Northeast,119201.41,Hourly,Y,Tourist,Spring,Center D,114,Denied
366,South America,Germany,Bachelor's,Y,N,39493,2016,Midwest,6535.06,Hourly,Y,Tourist,Winter,Center B,202,Certified
367,Africa,Germany,Diploma,Y,N,46598,1976,Midwest,89277.18,Hourly,Y,Student,Winter,Center A,286,Certified
368,North America,Australia,Master's,Y,Y,13639,2005,West,11408.11,Weekly,Y,Student,Spring,Center A,261,Certified
369,Asia,UAE,Bachelor's,N,Y,8205,1973,Midwest,58605.21,Hourly,Y,Business,Winter,Center D,206,Certified
370,North America,Germany,Diploma,Y,N,27197,2011,Northeast,142743.55,Yearly,N,Business,Summer,Center A,357,Certified
371,South America,UAE,High School,Y,Y,11252,1961,West,92413.53,Monthly,Y,Dependent,Winter,Center D,112,Certified
372,South America,Nigeria,Master's,N,N,19242,1983,West,138937.1,Weekly,Y,PR,Fall,Center A,125,Denied
373,Asia,UK,Master's,Y,N,23877,1962,Midwest,45360.52,Weekly,Y,Business,Fall,Center A,22,Certified
374,Africa,UK,PhD,Y,N,17002,1997,South,125337.23,Yearly,Y,Tourist,Summer,Center A,350,Certified
375,Europe,Brazil,High School,Y,N,38699,2022,West,41606.05,Weekly,Y,Work,Winter,Center B,30,Certified
376,Asia,China,Diploma,Y,N,36245,2007,South,31990.86,Monthly,Y,Business,Summer,Center B,232,Certified
377,Europe,UK,PhD,N,Y,33241,1951,South,139172.2,Yearly,Y,Work,Winter,Center B,31,Certified
378,Oceania,Japan,PhD,Y,N,17609,1962,South,80001.5,Monthly,Y,Tourist,Spring,Center B,43,Certified
379,Europe,Japan,High School,Y,N,47166,2017,West,79923.29,Weekly,Y,Dependent,Spring,Center D,357,Certified
380,Africa,UK,Diploma,Y,N,10830,1985,West,48269.69,Weekly,Y,Work,Spring,Center A,343,Certified
381,Oceania,Japan,Bachelor's,N,N,12421,2005,West,59896.64,Hourly,Y,PR,Summer,Center B,114,Certified
382,Europe,Germany,Bachelor's,Y,Y,43780,1968,Northeast,19062.18,Hourly,N,Business,Winter,Center D,308,Certified
383,Oceania,Japan,High School,Y,Y,4108,2012,Midwest,43411.36,Yearly,N,Dependent,Summer,Center A,37,Certified
384,Europe,Japan,High School,Y,Y,23533,2021,Midwest,96519.91,Hourly,Y,Dependent,Summer,Center C,213,Certified
385,Africa,Japan,Bachelor's,Y,Y,13082,1969,Northeast,141972.3,Yearly,Y,PR,Winter,Center B,217,Certified
386,Europe,Japan,Diploma,Y,Y,41229,1967,Midwest,95086.76,Hourly,Y,Work,Summer,Center D,27,Certified
387,Europe,Canada,Master's,N,N,22911,2002,Northeast,37494.15,Monthly,Y,PR,Winter,Center B,316,Denied
388,Europe,Japan,Diploma,N,N,3670,2014,Midwest,73332.12,Yearly,Y,Work,Summer,Center A,191,Certified
389,Asia,India,PhD,N,N,5882,1955,Midwest,78745.57,Hourly,Y,PR,Fall,Center B,167,Certified
390,Asia,UK,Bachelor's,N,Y,29130,2019,West,97112.59,Yearly,Y,Student,Winter,Center B,315,Certified
391,Asia,Nigeria,PhD,N,N,15513,1993,Midwest,100846.71,Monthly,N,Dependent,Fall,Center B,228,Certified
392,Africa,Nigeria,Bachelor's,N,N,22629,2008,South,42347.83,Yearly,Y,Business,Winter,Center C,288,Certified
393,Oceania,India,High School,Y,N,29998,2013,South,72863.23,Monthly,Y,PR,Summer,Center D,335,Certified
394,South America,India,Master's,Y,N,25471,1996,West,2275.17,Weekly,N,Dependent,Winter,Center D,111,Certified
395,Europe,India,Diploma,Y,N,46700,1972,South,110779.99,Hourly,Y,Work,Spring,Center B,85,Certified
396,Europe,Australia,Master's,Y,N,19935,1972,South,92411.36,Hourly,Y,Work,Fall,Center B,301,Certified
397,Africa,India,Diploma,Y,N,23182,2017,West,35763.48,Yearly,N,Work,Fall,Center C,58,Certified
398,Europe,Japan,Master's,Y,Y,41758,1956,West,149278.34,Monthly,Y,PR,Summer,Center B,284,Certified
399,Asia,UAE,PhD,Y,Y,16641,1953,Midwest,15875.3,Weekly,Y,Tourist,Fall,Center B,150,Certified
400,South America,China,PhD,N,Y,3544,2023,South,92101.73,Yearly,Y,PR,Winter,Center A,327,Denied
401,North America,Japan,PhD,N,N,10511,2021,West,47570.72,Yearly,N,PR,Fall,Center B,252,Certified
402,Europe,Japan,Master's,Y,N,14613,1971,Northeast,6336.69,Weekly,Y,Dependent,Spring,Center C,242,Certified
403,Asia,China,Bachelor's,N,Y,49551,1953,Midwest,45582.04,Hourly,Y,Dependent,Fall,Center B,258,Certified
404,North America,UK,Bachelor's,Y,N,41862,1950,Northeast,33988.56,Yearly,Y,Dependent,Summer,Center D,278,Denied
405,South America,Japan,Bachelor's,Y,N,35250,2010,South,110877.04,Yearly,Y,Dependent,Spring,Center D,219,Certified
406,North America,Japan,PhD,Y,N,17798,2009,Midwest,142987.71,Monthly,Y,Business,Fall,Center A,295,Certified
407,Asia,Australia,Bachelor's,Y,N,31842,2012,Midwest,16026.79,Hourly,Y,Business,Winter,Center B,171,Denied
408,Oceania,Germany,Diploma,Y,N,46485,1961,Northeast,48429.33,Monthly,Y,Work,Winter,Center A,98,Certified
409,Oceania,India,High School,N,Y,24355,1999,South,5002.51,Hourly,Y,Business,Spring,Center B,298,Certified
410,North America,China,Diploma,N,Y,49647,2014,Midwest,91030.22,Hourly,Y,Business,Winter,Center A,184,Certified
411,Africa,UK,High School,N,N,42243,2008,South,62701.31,Hourly,N,Tourist,Winter,Center B,174,Certified
412,North America,Japan,PhD,Y,N,10784,1952,Northeast,129499.57,Monthly,N,Dependent,Winter,Center A,296,Certified
413,Europe,UK,Bachelor's,Y,N,2376,1994,Midwest,105858.56,Yearly,Y,PR,Fall,Center B,231,Certified
414,Europe,Germany,Bachelor's,Y,N,31216,1953,South,100361.13,Yearly,N,Business,Winter,Center D,264,Certified
415,Oceania,India,Master's,Y,Y,48943,1961,South,32163.54,Monthly,Y,Dependent,Winter,Center A,12,Denied
416,Africa,Germany,Bachelor's,Y,N,9734,1958,Northeast,84850.74,Yearly,N,Dependent,Spring,Center A,300,Certified
417,Asia,China,Bachelor's,Y,Y,17040,2006,West,25370.02,Yearly,Y,Student,Summer,Center A,305,Certified
418,Europe,Japan,Diploma,Y,N,19889,1966,Northeast,144527.19,Monthly,Y,Business,Spring,Center A,230,Certified
419,Oceania,UAE,Diploma,N,N,46271,1986,Midwest,9069.0,Weekly,N,Tourist,Spring,Center D,221,Certified
420,South America,UAE,High School,N,N,45326,1992,Northeast,132113.2,Yearly,Y,Work,Summer,Center B,131,Certified
421,Oceania,Japan,Master's,Y,Y,36478,2005,Midwest,64136.97,Monthly,Y,Work,Summer,Center B,124,Certified
422,Europe,Germany,Bachelor's,N,N,18891,1988,Northeast,112736.29,Yearly,Y,PR,Fall,Center C,261,Certified
423,Europe,Australia,PhD,Y,Y,1776,2022,West,56575.52,Monthly,Y,Dependent,Summer,Center A,219,Certified
424,Oceania,UAE,Bachelor's,Y,N,13878,1951,Northeast,144900.78,Hourly,Y,PR,Summer,Center D,62,Certified
425,Asia,Nigeria,Master's,Y,N,40137,1955,South,83477.72,Hourly,N,PR,Fall,Center D,97,Certified
426,North America,UAE,Bachelor's,Y,N,40824,1983,Northeast,38621.69,Weekly,Y,Business,Spring,Center A,118,Certified
427,Europe,Australia,High School,Y,N,12315,1955,Midwest,121570.96,Hourly,Y,PR,Spring,Center A,175,Certified
428,Oceania,Japan,High School,Y,N,49472,2024,Midwest,117431.15,Hourly,Y,Student,Summer,Center D,188,Denied
429,Oceania,UK,High School,Y,N,7597,1955,West,35634.15,Hourly,N,Student,Winter,Center D,344,Denied
430,Africa,UAE,Diploma,Y,N,40230,2014,Midwest,60401.62,Monthly,Y,Work,Fall,Center B,202,Certified
